DATETIME,SKT_DATE,SKT_TIME,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,SP,WD,WS,TEMP,HUM,PM2_5
2024-01-19 23:00:00,2024-01-19,23:00,0.001,0.0,0.012,0.012,,0.036,0.14,2.1,2.24,0.01,,NE,2.5,9.4,57.0,10.0
2024-01-20 00:00:00,2024-01-20,00:00,0.001,0.0,0.008,0.008,,0.036,0.11,2.1,2.21,0.008,,NE,2.5,8.5,54.0,5.0
2024-01-20 01:00:00,2024-01-20,01:00,0.001,0.0,0.007,0.007,,0.037,0.08,2.1,2.18,0.008,,NE,2.8,8.3,51.0,5.0
2024-01-20 02:00:00,2024-01-20,02:00,0.001,0.0,0.006,0.006,,0.037,0.12,2.1,2.22,0.006,,NE,2.7,7.9,49.0,2.0
2024-01-20 03:00:00,2024-01-20,03:00,0.001,0.0,0.006,0.006,,0.038,0.08,2.09,2.17,0.007,,NE,2.2,7.7,49.0,8.0
2024-01-20 04:00:00,2024-01-20,04:00,0.001,0.0,0.006,0.006,,0.038,0.08,2.09,2.17,0.005,,NNE,2.4,7.8,49.0,3.0
2024-01-20 05:00:00,2024-01-20,05:00,0.001,0.0,0.006,0.006,,0.038,0.1,2.08,2.18,0.007,,NNE,2.8,7.4,50.0,7.0
2024-01-20 06:00:00,2024-01-20,06:00,0.001,0.0,0.006,0.006,,0.037,0.06,2.09,2.15,0.006,,NE,3.3,7.4,51.0,2.0
2024-01-20 07:00:00,2024-01-20,07:00,0.001,0.0,0.009,0.009,,0.034,0.09,2.09,2.18,0.007,,NE,3.2,7.2,51.0,7.0
2024-01-20 08:00:00,2024-01-20,08:00,0.001,0.0,0.011,0.011,,0.032,0.08,2.09,2.17,0.007,,NNE,3.2,7.1,52.0,4.0
2024-01-20 09:00:00,2024-01-20,09:00,0.001,0.001,0.013,0.014,,0.03,0.09,2.1,2.19,0.006,,NNE,2.5,7.1,52.0,7.0
2024-01-20 10:00:00,2024-01-20,10:00,0.001,0.001,0.015,0.016,,0.028,0.12,2.11,2.23,0.004,,NE,2.9,7.1,51.0,4.0
2024-01-20 11:00:00,2024-01-20,11:00,0.001,0.002,0.015,0.017,,0.028,0.14,2.13,2.27,0.009,,NNE,3.2,7.0,53.0,7.0
2024-01-20 12:00:00,2024-01-20,12:00,0.001,0.002,0.016,0.018,,0.028,0.14,2.12,2.26,0.008,,NNE,3.2,7.3,53.0,7.0
2024-01-20 13:00:00,2024-01-20,13:00,0.001,0.002,0.016,0.018,,0.028,0.15,2.12,2.27,0.009,,NNE,2.6,6.4,60.0,9.0
2024-01-20 14:00:00,2024-01-20,14:00,0.001,0.002,0.016,0.018,,0.026,0.16,2.13,2.29,0.017,,NNE,3.5,5.8,67.0,11.0
2024-01-20 15:00:00,2024-01-20,15:00,0.001,0.001,0.013,0.014,,0.03,0.14,2.1,2.24,0.014,,NNE,3.3,5.8,70.0,13.0
2024-01-20 16:00:00,2024-01-20,16:00,0.001,0.001,0.011,0.012,,0.033,0.1,2.1,2.2,0.008,,NNE,3.5,6.2,63.0,12.0
2024-01-20 17:00:00,2024-01-20,17:00,0.0,0.0,0.01,0.01,,0.033,0.11,2.1,2.21,0.01,,NNE,3.7,6.2,61.0,6.0
2024-01-20 18:00:00,2024-01-20,18:00,0.0,0.0,0.01,0.01,,0.033,0.12,2.1,2.22,0.012,,NNE,3.1,5.8,67.0,10.0
2024-01-20 19:00:00,2024-01-20,19:00,0.0,0.0,0.013,0.013,,0.027,0.15,2.11,2.26,0.019,,NNE,2.7,5.6,71.0,14.0
2024-01-20 20:00:00,2024-01-20,20:00,0.0,0.0,0.012,0.012,,0.028,0.12,2.13,2.25,0.015,,NNE,3.3,5.4,76.0,11.0
2024-01-20 21:00:00,2024-01-20,21:00,0.0,0.0,0.013,0.013,,0.026,0.16,2.13,2.29,0.016,,NNE,3.0,5.2,81.0,15.0
2024-01-20 22:00:00,2024-01-20,22:00,0.0,0.0,0.012,0.012,,0.026,0.16,2.14,2.3,0.015,,NNE,2.9,4.9,84.0,12.0
2024-01-20 23:00:00,2024-01-20,23:00,0.0,0.0,0.01,0.01,,0.028,0.14,2.13,2.27,0.015,,NNE,2.8,4.9,85.0,9.0
2024-01-21 00:00:00,2024-01-21,00:00,0.0,0.0,0.009,0.009,,0.027,0.11,2.13,2.24,0.015,,NNE,4.0,4.7,87.0,10.0
2024-01-21 01:00:00,2024-01-21,01:00,0.0,0.0,0.007,0.007,,0.029,0.14,2.11,2.25,0.012,,NNE,3.4,4.7,89.0,9.0
2024-01-21 02:00:00,2024-01-21,02:00,0.0,0.0,0.006,0.006,,0.031,0.09,2.1,2.19,0.012,,NNE,3.3,4.8,90.0,7.0
2024-01-21 03:00:00,2024-01-21,03:00,0.0,0.0,0.005,0.005,,0.033,0.07,2.08,2.15,0.012,,NNE,2.8,5.0,90.0,5.0
2024-01-21 04:00:00,2024-01-21,04:00,0.0,0.0,0.004,0.004,,0.033,0.08,2.08,2.16,0.006,,NNE,3.3,5.0,89.0,4.0
2024-01-21 05:00:00,2024-01-21,05:00,0.001,0.0,0.004,0.004,,0.033,0.09,2.07,2.16,0.008,,NNE,3.1,5.1,90.0,1.0
2024-01-21 06:00:00,2024-01-21,06:00,0.0,0.0,0.005,0.005,,0.031,0.09,2.08,2.17,0.005,,N,3.3,5.3,90.0,5.0
2024-01-21 07:00:00,2024-01-21,07:00,0.0,0.0,0.005,0.005,,0.028,0.06,2.08,2.14,0.004,,NNE,4.0,5.4,91.0,3.0
2024-01-21 08:00:00,2024-01-21,08:00,0.0,0.0,0.006,0.006,,0.027,0.09,2.08,2.17,0.003,,NNE,4.0,5.7,90.0,0.0
2024-01-21 09:00:00,2024-01-21,09:00,0.0,0.0,0.007,0.007,,0.029,0.08,2.07,2.15,0.004,,NNW,2.3,6.5,91.0,1.0
2024-01-21 10:00:00,2024-01-21,10:00,0.0,0.0,0.007,0.007,,0.031,0.09,2.06,2.15,0.001,,N,3.4,7.2,91.0,1.0
2024-01-21 11:00:00,2024-01-21,11:00,0.0,0.001,0.007,0.008,,0.031,0.06,2.06,2.12,0.002,,NNE,2.6,8.1,91.0,-2.0
2024-01-21 12:00:00,2024-01-21,12:00,0.0,0.001,0.007,0.008,,0.031,0.08,2.05,2.13,0.003,,N,1.9,8.6,91.0,3.0
2024-01-21 13:00:00,2024-01-21,13:00,0.0,0.001,0.007,0.008,,0.032,0.06,2.06,2.12,0.004,,NNE,1.6,9.3,91.0,2.0
2024-01-21 14:00:00,2024-01-21,14:00,0.0,0.001,0.006,0.007,,0.033,0.08,2.05,2.13,0.005,,NNE,1.6,10.3,87.0,1.0
2024-01-21 15:00:00,2024-01-21,15:00,0.001,0.001,0.007,0.008,,0.032,0.08,2.05,2.13,0.01,,N,1.0,11.6,85.0,2.0
2024-01-21 16:00:00,2024-01-21,16:00,0.0,0.001,0.006,0.007,,0.033,0.06,2.05,2.11,,,CALM,0.2,12.4,79.0,2.0
2024-01-21 17:00:00,2024-01-21,17:00,0.0,0.001,0.013,0.014,,0.026,0.14,2.05,2.19,,,CALM,0.3,12.4,79.0,3.0
2024-01-21 18:00:00,2024-01-21,18:00,0.0,0.0,0.012,0.012,,0.027,0.15,2.07,2.22,,,N,2.1,12.9,68.0,0.0
2024-01-21 19:00:00,2024-01-21,19:00,0.0,0.0,0.006,0.006,,0.033,0.08,2.05,2.13,,,NNE,4.6,12.8,59.0,0.0
2024-01-21 20:00:00,2024-01-21,20:00,0.0,0.0,0.005,0.005,,0.035,0.07,2.05,2.12,0.002,,NNE,4.6,12.8,54.0,-1.0
2024-01-21 21:00:00,2024-01-21,21:00,0.0,0.0,0.005,0.005,,0.037,0.05,2.05,2.1,0.002,,NNE,4.1,11.8,57.0,0.0
2024-01-21 22:00:00,2024-01-21,22:00,0.0,0.0,0.005,0.005,,0.034,0.08,2.06,2.14,0.0,,NNE,3.5,11.5,58.0,0.0
2024-01-21 23:00:00,2024-01-21,23:00,0.0,0.0,0.007,0.007,,0.033,0.08,2.06,2.14,0.002,,NNE,4.0,11.3,56.0,-1.0
2024-01-22 00:00:00,2024-01-22,00:00,0.0,0.0,0.005,0.005,,0.036,0.09,2.06,2.15,0.001,,NNE,4.4,10.8,55.0,-1.0
2024-01-22 01:00:00,2024-01-22,01:00,0.0,0.0,0.003,0.003,,0.04,0.08,2.05,2.13,0.0,,NNE,4.4,10.3,57.0,1.0
2024-01-22 02:00:00,2024-01-22,02:00,,,,,,,0.06,2.05,2.11,0.002,,NNE,4.1,9.6,61.0,0.0
2024-01-22 03:00:00,2024-01-22,03:00,0.001,0.0,0.003,0.003,,0.039,0.05,2.05,2.1,0.0,,NNE,3.2,8.9,65.0,2.0
2024-01-22 04:00:00,2024-01-22,04:00,0.0,0.0,0.004,0.004,,0.037,0.06,2.05,2.11,0.002,,NNE,3.6,8.7,66.0,-2.0
2024-01-22 05:00:00,2024-01-22,05:00,0.0,0.0,0.005,0.005,,0.036,0.08,2.05,2.13,0.002,,NNE,2.1,8.4,67.0,4.0
2024-01-22 06:00:00,2024-01-22,06:00,0.0,0.0,0.009,0.009,,0.03,0.08,2.06,2.14,0.002,,NNE,1.2,8.2,68.0,-1.0
2024-01-22 07:00:00,2024-01-22,07:00,0.0,0.003,0.025,0.028,,0.012,0.13,2.1,2.23,0.003,,NW,1.5,7.4,73.0,4.0
2024-01-22 08:00:00,2024-01-22,08:00,0.0,0.007,0.025,0.032,,0.009,0.15,2.13,2.28,0.003,,NNE,0.9,8.0,70.0,1.0
2024-01-22 09:00:00,2024-01-22,09:00,0.001,0.01,0.022,0.032,,0.015,0.18,2.13,2.31,0.002,,NE,3.3,10.1,61.0,5.0
2024-01-22 10:00:00,2024-01-22,10:00,,0.004,0.014,0.018,,0.026,0.14,2.1,2.24,0.002,,NNE,2.8,11.9,57.0,
2024-01-22 11:00:00,2024-01-22,11:00,,0.003,0.012,0.015,,,0.11,2.08,2.19,,,NNE,1.6,12.2,55.0,1.0
2024-01-22 12:00:00,2024-01-22,12:00,0.001,0.004,0.016,0.02,,0.026,0.19,2.09,2.28,0.001,,NNE,1.4,12.7,55.0,-1.0
2024-01-22 13:00:00,2024-01-22,13:00,0.001,0.005,0.015,0.02,,0.027,0.2,2.08,2.28,0.004,,NNW,0.8,12.9,56.0,1.0
2024-01-22 14:00:00,2024-01-22,14:00,0.001,0.005,0.017,0.022,,0.027,0.2,2.13,2.33,0.005,,S,1.5,13.7,55.0,3.0
2024-01-22 15:00:00,2024-01-22,15:00,0.001,0.007,0.026,0.033,,0.024,0.2,2.1,2.3,0.007,,S,0.8,12.9,57.0,6.0
2024-01-22 16:00:00,2024-01-22,16:00,0.002,0.002,0.024,0.026,,0.026,0.21,2.1,2.31,0.01,,SSE,2.2,12.9,62.0,5.0
2024-01-22 17:00:00,2024-01-22,17:00,0.002,0.001,0.027,0.028,,0.02,0.18,2.09,2.27,0.008,,SSE,1.5,13.0,63.0,6.0
2024-01-22 18:00:00,2024-01-22,18:00,0.002,0.001,0.035,0.036,,0.012,0.23,2.13,2.36,0.01,,SSE,1.9,12.6,65.0,7.0
2024-01-22 19:00:00,2024-01-22,19:00,0.002,0.001,0.037,0.038,,0.01,0.8,2.14,2.94,0.012,,SSE,1.2,12.4,68.0,8.0
2024-01-22 20:00:00,2024-01-22,20:00,0.003,0.003,0.042,0.045,,0.006,0.6,2.19,2.79,0.014,,SSE,2.7,11.9,73.0,7.0
2024-01-22 21:00:00,2024-01-22,21:00,0.002,0.001,0.031,0.032,,0.013,0.2,2.13,2.33,0.012,,SSE,2.6,11.7,81.0,5.0
2024-01-22 22:00:00,2024-01-22,22:00,0.001,0.002,0.033,0.035,,0.011,0.16,2.13,2.29,0.009,,SSE,1.9,11.9,81.0,8.0
2024-01-22 23:00:00,2024-01-22,23:00,0.001,0.001,0.027,0.028,,0.016,0.22,2.15,2.37,0.008,,SSE,2.5,11.8,82.0,5.0
2024-01-23 00:00:00,2024-01-23,00:00,0.001,0.002,0.031,0.033,,0.011,0.2,2.13,2.33,0.008,,NNW,1.3,10.6,84.0,5.0
2024-01-23 01:00:00,2024-01-23,01:00,0.001,0.004,0.038,0.042,,0.002,0.3,2.18,2.48,0.01,,NNE,1.5,9.6,85.0,6.0
2024-01-23 02:00:00,2024-01-23,02:00,0.001,0.003,0.033,0.036,,0.002,0.33,2.2,2.53,0.013,,CALM,0.4,9.0,81.0,6.0
2024-01-23 03:00:00,2024-01-23,03:00,0.001,0.003,0.029,0.032,,0.001,0.37,2.17,2.54,0.01,,WNW,1.0,8.1,84.0,6.0
2024-01-23 04:00:00,2024-01-23,04:00,0.0,0.004,0.025,0.029,,0.001,0.31,2.13,2.44,0.007,,N,1.3,7.5,83.0,9.0
2024-01-23 05:00:00,2024-01-23,05:00,0.0,0.005,0.021,0.026,,0.002,0.28,2.12,2.4,0.009,,NNW,0.9,7.3,80.0,5.0
2024-01-23 06:00:00,2024-01-23,06:00,0.0,0.014,0.019,0.033,,0.001,0.23,2.09,2.32,0.008,,CALM,0.3,7.0,82.0,5.0
2024-01-23 07:00:00,2024-01-23,07:00,0.0,0.026,0.02,0.046,,0.001,0.24,2.12,2.36,0.007,,NE,1.0,7.0,80.0,3.0
2024-01-23 08:00:00,2024-01-23,08:00,0.001,0.04,0.023,0.063,,0.002,0.29,2.16,2.45,0.009,,NE,2.1,7.8,71.0,7.0
2024-01-23 09:00:00,2024-01-23,09:00,0.001,0.021,0.027,0.048,,0.006,0.31,2.18,2.49,0.006,,NNE,1.8,8.5,61.0,7.0
2024-01-23 10:00:00,2024-01-23,10:00,0.002,0.012,0.022,0.034,,0.013,0.22,2.13,2.35,0.004,,NNE,2.6,10.1,52.0,1.0
2024-01-23 11:00:00,2024-01-23,11:00,0.002,0.009,0.02,0.029,,0.018,0.2,2.1,2.3,0.01,,NNE,2.3,11.5,48.0,8.0
2024-01-23 12:00:00,2024-01-23,12:00,0.001,0.004,0.012,0.016,,0.03,0.15,2.07,2.22,0.003,,NNE,3.4,11.8,45.0,4.0
2024-01-23 13:00:00,2024-01-23,13:00,0.001,0.004,0.013,0.017,,0.031,0.15,2.06,2.21,0.006,,NE,2.6,12.7,43.0,6.0
2024-01-23 14:00:00,2024-01-23,14:00,0.001,0.003,0.012,0.015,,0.036,0.16,2.06,2.22,0.004,,NNE,3.0,13.2,36.0,6.0
2024-01-23 15:00:00,2024-01-23,15:00,0.001,0.002,0.009,0.011,,0.041,0.12,2.04,2.16,0.004,,NNE,2.6,13.4,35.0,6.0
2024-01-23 16:00:00,2024-01-23,16:00,0.001,0.001,0.008,0.009,,0.041,0.1,2.02,2.12,0.005,,NNE,3.2,12.6,31.0,5.0
2024-01-23 17:00:00,2024-01-23,17:00,0.001,0.0,0.01,0.01,,0.039,0.1,2.02,2.12,0.003,,N,1.5,11.5,32.0,2.0
2024-01-23 18:00:00,2024-01-23,18:00,0.002,0.0,0.011,0.011,,0.037,0.11,2.04,2.15,0.004,,NNE,1.9,10.8,31.0,2.0
2024-01-23 19:00:00,2024-01-23,19:00,0.001,0.0,0.012,0.012,,0.034,0.12,2.05,2.17,0.002,,NNE,3.6,9.8,31.0,2.0
2024-01-23 20:00:00,2024-01-23,20:00,0.001,0.0,0.008,0.008,,0.037,0.12,2.05,2.17,0.001,,NNE,1.4,9.1,33.0,2.0
2024-01-23 21:00:00,2024-01-23,21:00,0.001,0.0,0.009,0.009,,0.035,0.08,2.06,2.14,0.003,,NNW,1.0,8.4,36.0,2.0
2024-01-23 22:00:00,2024-01-23,22:00,0.001,0.0,0.009,0.009,,0.035,0.08,2.06,2.14,0.003,,NNE,2.1,7.7,42.0,4.0
2024-01-23 23:00:00,2024-01-23,23:00,0.001,0.0,0.007,0.007,,0.038,0.08,2.06,2.14,0.001,,NNE,1.1,7.8,41.0,1.0
2024-01-24 00:00:00,2024-01-24,00:00,0.001,0.0,0.008,0.008,,0.035,0.09,2.06,2.15,0.001,,SW,0.5,7.5,40.0,3.0
2024-01-24 01:00:00,2024-01-24,01:00,0.0,0.0,0.006,0.006,,0.036,0.1,2.06,2.16,0.001,,SW,3.1,6.7,21.0,-4.0
2024-01-24 02:00:00,2024-01-24,02:00,0.001,0.0,0.002,0.002,,0.043,0.03,2.02,2.05,0.001,,W,3.1,5.9,22.0,2.0
2024-01-24 03:00:00,2024-01-24,03:00,0.001,0.0,0.002,0.002,,0.042,0.04,2.02,2.06,0.002,,S,2.2,5.1,29.0,2.0
2024-01-24 04:00:00,2024-01-24,04:00,0.0,0.0,0.005,0.005,,0.036,0.08,2.04,2.12,0.001,,N,0.8,4.5,30.0,2.0
2024-01-24 05:00:00,2024-01-24,05:00,0.001,0.0,0.006,0.006,,0.034,0.05,2.04,2.09,0.003,,NNE,0.6,4.3,31.0,2.0
2024-01-24 06:00:00,2024-01-24,06:00,0.0,0.0,0.007,0.007,,0.033,0.07,2.05,2.12,0.001,,NW,2.1,4.1,30.0,2.0
2024-01-24 07:00:00,2024-01-24,07:00,0.0,0.001,0.012,0.013,,0.029,0.06,2.05,2.11,0.002,,NNE,1.2,3.5,34.0,2.0
2024-01-24 08:00:00,2024-01-24,08:00,0.0,0.003,0.017,0.02,,0.024,0.09,2.07,2.16,0.002,,N,0.9,3.8,34.0,1.0
2024-01-24 09:00:00,2024-01-24,09:00,0.0,0.004,0.014,0.018,,0.026,0.1,2.07,2.17,0.003,,NW,2.0,5.1,31.0,4.0
2024-01-24 10:00:00,2024-01-24,10:00,0.0,0.003,0.008,0.011,,0.032,,,,0.001,,NNE,3.7,5.9,26.0,-2.0
2024-01-24 11:00:00,2024-01-24,11:00,0.0,0.002,0.006,0.008,,0.035,,,,0.002,,NNE,2.4,6.2,20.0,3.0
2024-01-24 12:00:00,2024-01-24,12:00,0.0,0.001,0.005,0.006,,0.036,,,,0.001,,NNE,3.3,6.2,22.0,-2.0
2024-01-24 13:00:00,2024-01-24,13:00,0.0,0.001,0.005,0.006,,0.036,,,,0.003,,NNE,2.9,6.2,21.0,-1.0
2024-01-24 14:00:00,2024-01-24,14:00,0.0,0.001,0.004,0.005,,0.037,,,,0.002,,NNE,1.6,6.8,19.0,2.0
2024-01-24 15:00:00,2024-01-24,15:00,0.0,0.001,0.004,0.005,,0.038,,,,0.003,,NNE,2.0,6.5,20.0,0.0
2024-01-24 16:00:00,2024-01-24,16:00,0.0,0.001,0.005,0.006,,0.038,,,,0.001,,NE,2.3,6.2,18.0,1.0
2024-01-24 17:00:00,2024-01-24,17:00,0.0,0.0,0.005,0.005,,0.038,,,,0.002,,NNE,1.9,5.5,19.0,1.0
2024-01-24 18:00:00,2024-01-24,18:00,0.0,0.0,0.005,0.005,,0.038,,,,0.002,,N,2.3,4.9,18.0,2.0
2024-01-24 19:00:00,2024-01-24,19:00,0.0,0.0,0.006,0.006,,0.037,,,,0.004,,N,1.6,4.3,22.0,1.0
2024-01-24 20:00:00,2024-01-24,20:00,0.0,0.0,0.009,0.009,,0.035,,,,0.001,,NW,1.6,4.1,21.0,-1.0
2024-01-24 21:00:00,2024-01-24,21:00,0.0,0.0,0.013,0.013,,0.031,,,,0.002,,W,0.5,4.0,24.0,2.0
2024-01-24 22:00:00,2024-01-24,22:00,0.0,0.001,0.022,0.023,,0.022,,,,0.005,,CALM,0.1,3.6,22.0,3.0
2024-01-24 23:00:00,2024-01-24,23:00,0.0,0.0,0.014,0.014,,0.029,,,,0.003,,W,1.3,3.2,23.0,0.0
2024-01-25 00:00:00,2024-01-25,00:00,0.0,0.0,0.013,0.013,,0.03,,,,0.0,,W,1.4,2.6,24.0,1.0
2024-01-25 01:00:00,2024-01-25,01:00,0.0,0.0,0.011,0.011,,0.032,,,,0.0,,SW,0.6,2.6,23.0,1.0
2024-01-25 02:00:00,2024-01-25,02:00,0.0,0.0,0.01,0.01,,0.032,,,,0.002,,CALM,0.4,2.3,23.0,3.0
2024-01-25 03:00:00,2024-01-25,03:00,0.0,0.0,0.011,0.011,,0.03,,,,0.002,,CALM,0.2,1.9,25.0,3.0
2024-01-25 04:00:00,2024-01-25,04:00,0.0,0.001,0.015,0.016,,0.023,,,,0.003,,SW,0.7,2.1,27.0,3.0
2024-01-25 05:00:00,2024-01-25,05:00,0.0,0.002,0.018,0.02,,0.019,,,,0.004,,CALM,0.3,1.6,30.0,2.0
2024-01-25 06:00:00,2024-01-25,06:00,0.0,0.008,0.032,0.04,,0.005,,,,0.006,,CALM,0.4,0.9,40.0,3.0
2024-01-25 07:00:00,2024-01-25,07:00,0.001,0.019,0.035,0.054,,0.004,,,,0.005,,SSW,0.7,1.1,36.0,3.0
2024-01-25 08:00:00,2024-01-25,08:00,0.001,0.038,0.037,0.075,,0.006,,,,0.007,,NE,1.1,1.3,43.0,5.0
2024-01-25 09:00:00,2024-01-25,09:00,0.001,0.044,0.038,0.082,,0.008,,,,0.006,,NE,0.5,3.2,30.0,8.0
2024-01-25 10:00:00,2024-01-25,10:00,0.001,0.022,0.03,0.052,,0.016,,,,0.008,,N,0.8,6.0,24.0,5.0
2024-01-25 11:00:00,2024-01-25,11:00,0.0,0.008,0.016,0.024,,0.027,,,,0.001,,NNE,0.5,7.6,18.0,7.0
2024-01-25 12:00:00,2024-01-25,12:00,0.0,0.003,0.007,0.01,,0.036,,,,0.0,,N,0.7,8.2,16.0,-2.0
2024-01-25 13:00:00,2024-01-25,13:00,0.0,0.001,0.004,0.005,,0.04,,,,0.002,,SW,1.2,8.9,15.0,-3.0
2024-01-25 14:00:00,2024-01-25,14:00,0.0,0.001,0.005,0.006,,0.04,,,,0.002,,NNE,2.8,9.5,14.0,4.0
2024-01-25 15:00:00,2024-01-25,15:00,0.0,0.001,0.005,0.006,,0.04,0.08,2.05,2.13,0.002,,NNE,3.9,9.2,15.0,2.0
2024-01-25 16:00:00,2024-01-25,16:00,0.0,0.001,0.005,0.006,,0.04,0.08,2.06,2.14,0.004,,NNE,4.7,7.9,16.0,2.0
2024-01-25 17:00:00,2024-01-25,17:00,0.001,0.0,0.004,0.004,,0.04,0.06,2.05,2.11,0.001,,NNE,3.0,6.8,20.0,0.0
2024-01-25 18:00:00,2024-01-25,18:00,0.0,0.0,0.007,0.007,,0.037,0.08,2.07,2.15,0.002,,NNE,3.4,6.0,23.0,1.0
2024-01-25 19:00:00,2024-01-25,19:00,0.0,0.0,0.008,0.008,,0.035,0.07,2.07,2.14,0.002,,NNE,3.9,5.2,25.0,2.0
2024-01-25 20:00:00,2024-01-25,20:00,0.0,0.0,0.01,0.01,,0.033,0.1,2.09,2.19,0.001,,NNE,2.8,4.6,26.0,1.0
2024-01-25 21:00:00,2024-01-25,21:00,0.0,0.0,0.011,0.011,,0.032,0.1,2.1,2.2,0.001,,NNE,2.4,4.3,27.0,2.0
2024-01-25 22:00:00,2024-01-25,22:00,0.0,0.0,0.008,0.008,,0.036,0.08,2.09,2.17,0.002,,NW,2.0,4.0,26.0,1.0
2024-01-25 23:00:00,2024-01-25,23:00,0.001,0.0,0.007,0.007,,0.038,0.09,2.08,2.17,0.002,,NW,2.2,3.8,27.0,2.0
2024-01-26 00:00:00,2024-01-26,00:00,0.0,0.0,0.007,0.007,,0.038,0.1,2.08,2.18,0.003,,N,1.8,3.3,27.0,0.0
2024-01-26 01:00:00,2024-01-26,01:00,0.0,0.0,0.006,0.006,,0.037,0.07,2.08,2.15,0.0,,NNE,1.6,3.4,27.0,2.0
2024-01-26 02:00:00,2024-01-26,02:00,0.0,0.0,0.005,0.005,,0.039,0.06,2.07,2.13,0.001,,NNE,1.6,3.6,26.0,2.0
2024-01-26 03:00:00,2024-01-26,03:00,0.0,0.0,0.005,0.005,,0.039,0.06,2.06,2.12,0.002,,NNE,1.3,3.7,27.0,0.0
2024-01-26 04:00:00,2024-01-26,04:00,0.0,0.0,0.005,0.005,,0.039,0.06,2.06,2.12,0.001,,N,0.5,3.4,27.0,1.0
2024-01-26 05:00:00,2024-01-26,05:00,0.0,0.0,0.009,0.009,,0.032,0.08,2.07,2.15,0.003,,WSW,1.1,1.3,35.0,2.0
2024-01-26 06:00:00,2024-01-26,06:00,0.0,0.001,0.019,0.02,,0.019,0.12,2.11,2.23,0.003,,W,0.6,0.9,39.0,2.0
2024-01-26 07:00:00,2024-01-26,07:00,0.0,0.003,0.029,0.032,,0.01,0.18,2.13,2.31,0.004,,SW,0.8,0.6,42.0,3.0
2024-01-26 08:00:00,2024-01-26,08:00,0.001,0.009,0.029,0.038,,0.011,0.23,2.15,2.38,0.004,,SW,0.6,1.9,38.0,3.0
2024-01-26 09:00:00,2024-01-26,09:00,0.001,0.02,0.032,0.052,,0.013,0.32,2.19,2.51,0.006,,NW,1.0,5.4,26.0,6.0
2024-01-26 10:00:00,2024-01-26,10:00,0.001,0.008,0.017,0.025,,0.03,0.15,2.11,2.26,0.004,,NNW,1.1,7.6,21.0,3.0
2024-01-26 11:00:00,2024-01-26,11:00,0.001,0.003,0.009,0.012,,0.038,0.11,2.08,2.19,0.002,,WNW,1.2,8.4,17.0,1.0
2024-01-26 12:00:00,2024-01-26,12:00,0.0,0.002,0.006,0.008,,0.042,0.07,2.06,2.13,0.001,,WSW,1.6,9.7,15.0,2.0
2024-01-26 13:00:00,2024-01-26,13:00,0.001,0.001,0.005,0.006,,0.044,0.05,2.05,2.1,0.001,,SSW,1.3,11.1,15.0,-1.0
2024-01-26 14:00:00,2024-01-26,14:00,0.001,0.002,0.005,0.007,,0.044,0.06,2.05,2.11,0.005,,NNE,3.7,11.4,18.0,2.0
2024-01-26 15:00:00,2024-01-26,15:00,0.001,0.001,0.005,0.006,,0.044,0.06,2.04,2.1,0.004,,NNE,4.4,10.9,22.0,1.0
2024-01-26 16:00:00,2024-01-26,16:00,0.001,0.001,0.005,0.006,,0.043,0.05,2.05,2.1,0.005,,NNE,5.5,9.6,25.0,2.0
2024-01-26 17:00:00,2024-01-26,17:00,0.001,0.001,0.006,0.007,,0.041,0.07,2.05,2.12,0.004,,NNE,4.0,8.2,29.0,1.0
2024-01-26 18:00:00,2024-01-26,18:00,0.001,0.0,0.005,0.005,,0.041,0.07,2.06,2.13,0.004,,NNE,4.2,7.3,31.0,0.0
2024-01-26 19:00:00,2024-01-26,19:00,0.0,0.0,0.006,0.006,,0.039,0.06,2.06,2.12,0.001,,NNE,3.2,6.7,33.0,1.0
2024-01-26 20:00:00,2024-01-26,20:00,0.0,0.0,0.006,0.006,,0.039,0.07,2.07,2.14,0.003,,NNE,4.9,6.2,32.0,1.0
2024-01-26 21:00:00,2024-01-26,21:00,0.001,0.0,0.005,0.005,,0.04,0.07,2.07,2.14,0.002,,NNE,4.6,5.7,33.0,2.0
2024-01-26 22:00:00,2024-01-26,22:00,0.0,0.0,0.006,0.006,,0.038,0.07,2.08,2.15,0.004,,NNE,4.0,5.4,34.0,3.0
2024-01-26 23:00:00,2024-01-26,23:00,0.001,0.0,0.007,0.007,,0.037,0.08,2.09,2.17,0.001,,NNE,3.1,5.3,33.0,3.0
2024-01-27 00:00:00,2024-01-27,00:00,0.0,0.0,0.006,0.006,,0.038,0.07,2.09,2.16,0.001,,N,4.5,5.4,32.0,0.0
2024-01-27 01:00:00,2024-01-27,01:00,0.001,0.0,0.004,0.004,,0.04,0.06,2.08,2.14,0.006,,NNE,4.7,5.2,32.0,3.0
2024-01-27 02:00:00,2024-01-27,02:00,0.0,0.0,0.004,0.004,,0.04,0.06,2.08,2.14,0.004,,N,4.6,5.6,30.0,2.0
2024-01-27 03:00:00,2024-01-27,03:00,0.0,0.0,0.003,0.003,,0.042,0.05,2.07,2.12,0.003,,N,3.3,5.3,32.0,2.0
2024-01-27 04:00:00,2024-01-27,04:00,0.0,0.0,0.003,0.003,,0.042,0.04,2.07,2.11,0.0,,NNE,2.8,5.0,33.0,2.0
