DATETIME,SKT_DATE,SKT_TIME,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,SP,WD,WS,TEMP,HUM,PM2_5
2023-12-01 01:00:00,2023-12-01,01:00,0.0,0.0,0.004,0.004,,0.033,0.05,2.05,2.1,0.002,,NE,3.1,8.1,42.0,1.0
2023-12-01 02:00:00,2023-12-01,02:00,0.0,0.0,0.003,0.003,,0.034,0.05,2.04,2.09,0.002,,NE,3.3,8.0,40.0,0.0
2023-12-01 03:00:00,2023-12-01,03:00,0.001,0.0,0.004,0.004,,0.033,0.05,2.04,2.09,0.002,,NE,2.7,8.1,39.0,-1.0
2023-12-01 04:00:00,2023-12-01,04:00,0.0,0.0,0.005,0.005,,0.033,0.06,2.05,2.11,0.001,,NE,2.2,7.9,40.0,-2.0
2023-12-01 05:00:00,2023-12-01,05:00,0.001,0.0,0.006,0.006,,0.031,0.09,2.05,2.14,0.002,,NNE,2.3,7.9,40.0,2.0
2023-12-01 06:00:00,2023-12-01,06:00,0.001,0.0,0.006,0.006,,0.031,0.07,2.05,2.12,0.002,,NNE,2.0,7.9,41.0,-2.0
2023-12-01 07:00:00,2023-12-01,07:00,0.001,0.0,0.01,0.01,,0.028,0.07,2.06,2.13,0.001,,NNE,2.2,7.6,43.0,3.0
2023-12-01 08:00:00,2023-12-01,08:00,0.0,0.002,0.017,0.019,,0.021,0.08,2.07,2.15,0.004,,NNE,1.3,7.9,45.0,-2.0
2023-12-01 09:00:00,2023-12-01,09:00,0.001,0.005,0.019,0.024,,0.019,0.11,2.09,2.2,0.0,,NNE,3.0,8.5,39.0,4.0
2023-12-01 10:00:00,2023-12-01,10:00,0.001,0.004,0.012,0.016,,0.027,0.11,2.08,2.19,0.001,,NNE,2.9,9.2,38.0,1.0
2023-12-01 11:00:00,2023-12-01,11:00,0.001,0.005,0.013,0.018,,0.026,0.11,2.08,2.19,0.001,,NNE,2.0,10.5,36.0,2.0
2023-12-01 12:00:00,2023-12-01,12:00,0.001,0.004,0.011,0.015,,0.029,0.13,2.06,2.19,0.001,,NE,1.2,11.8,35.0,0.0
2023-12-01 13:00:00,2023-12-01,13:00,0.001,0.004,0.015,0.019,,0.027,0.14,2.07,2.21,0.004,,SSE,1.8,10.9,37.0,1.0
2023-12-01 14:00:00,2023-12-01,14:00,0.001,0.007,0.025,0.032,,0.02,0.18,2.12,2.3,0.006,,SSE,2.9,10.6,43.0,6.0
2023-12-01 15:00:00,2023-12-01,15:00,0.002,0.005,0.022,0.027,,0.024,0.19,2.08,2.27,0.007,,S,1.8,12.0,43.0,4.0
2023-12-01 16:00:00,2023-12-01,16:00,0.002,0.002,0.017,0.019,,0.029,0.14,2.06,2.2,0.007,,S,1.6,11.9,46.0,6.0
2023-12-01 17:00:00,2023-12-01,17:00,0.002,0.001,0.019,0.02,,0.026,0.14,2.07,2.21,0.008,,SSE,1.3,11.5,48.0,5.0
2023-12-01 18:00:00,2023-12-01,18:00,0.002,0.001,0.025,0.026,,0.02,0.18,2.09,2.27,0.006,,SSW,0.6,11.3,49.0,4.0
2023-12-01 19:00:00,2023-12-01,19:00,0.001,0.001,0.027,0.028,,0.017,0.19,2.09,2.28,0.005,,NNE,0.8,10.7,51.0,4.0
2023-12-01 20:00:00,2023-12-01,20:00,0.001,0.017,0.044,0.061,,0.003,0.37,2.2,2.57,0.01,,WNW,0.9,9.4,54.0,6.0
2023-12-01 21:00:00,2023-12-01,21:00,0.002,0.016,0.044,0.06,,0.001,0.54,2.24,2.78,0.015,,NNE,2.6,8.2,51.0,11.0
2023-12-01 22:00:00,2023-12-01,22:00,0.001,0.006,0.039,0.045,,0.002,0.45,2.2,2.65,0.013,,NNE,1.9,7.6,53.0,14.0
2023-12-01 23:00:00,2023-12-01,23:00,0.001,0.004,0.038,0.042,,0.002,0.43,2.17,2.6,0.013,,NNE,1.8,7.5,53.0,8.0
2023-12-02 00:00:00,2023-12-02,00:00,0.001,0.002,0.035,0.037,,0.003,0.39,2.17,2.56,0.011,,NE,0.9,7.3,55.0,12.0
2023-12-02 01:00:00,2023-12-02,01:00,0.001,0.003,0.034,0.037,,0.002,0.39,2.17,2.56,0.011,,NNE,2.3,6.5,58.0,8.0
2023-12-02 02:00:00,2023-12-02,02:00,0.001,0.004,0.033,0.037,,0.002,0.35,2.17,2.52,0.008,,W,0.9,6.1,61.0,9.0
2023-12-02 03:00:00,2023-12-02,03:00,0.001,0.002,0.027,0.029,,0.003,0.31,2.14,2.45,0.008,,NNE,1.6,6.0,64.0,6.0
2023-12-02 04:00:00,2023-12-02,04:00,0.001,0.006,0.025,0.031,,0.001,0.29,2.15,2.44,0.005,,WNW,0.9,5.4,68.0,7.0
2023-12-02 05:00:00,2023-12-02,05:00,0.001,0.007,0.023,0.03,,0.001,0.26,2.14,2.4,0.006,,NE,0.7,5.3,68.0,4.0
2023-12-02 06:00:00,2023-12-02,06:00,0.001,0.014,0.024,0.038,,0.001,0.26,2.16,2.42,0.008,,NNE,2.6,5.1,66.0,9.0
2023-12-02 07:00:00,2023-12-02,07:00,0.001,0.012,0.026,0.038,,0.002,0.32,2.18,2.5,0.011,,NNE,2.3,4.7,66.0,6.0
2023-12-02 08:00:00,2023-12-02,08:00,0.001,0.024,0.025,0.049,,0.004,0.33,2.19,2.52,0.011,,NW,0.7,5.4,65.0,10.0
2023-12-02 09:00:00,2023-12-02,09:00,0.001,0.017,0.022,0.039,,0.009,0.33,2.19,2.52,0.012,,NNE,2.2,7.3,56.0,10.0
2023-12-02 10:00:00,2023-12-02,10:00,0.001,0.009,0.016,0.025,,0.017,0.2,2.13,2.33,0.009,,NNE,2.2,8.9,50.0,11.0
2023-12-02 11:00:00,2023-12-02,11:00,0.001,0.007,0.015,0.022,,0.021,0.2,2.12,2.32,0.008,,NNE,1.9,10.7,44.0,7.0
2023-12-02 12:00:00,2023-12-02,12:00,0.001,0.005,0.012,0.017,,0.027,0.18,2.09,2.27,0.005,,NNE,2.0,12.2,37.0,5.0
2023-12-02 13:00:00,2023-12-02,13:00,0.001,0.003,0.01,0.013,,0.032,0.15,2.08,2.23,0.003,,NNE,2.1,13.0,32.0,2.0
2023-12-02 14:00:00,2023-12-02,14:00,0.001,0.002,0.008,0.01,,0.035,0.13,2.06,2.19,0.005,,NNE,2.6,13.3,30.0,3.0
2023-12-02 15:00:00,2023-12-02,15:00,0.001,0.001,0.009,0.01,,0.035,0.13,2.07,2.2,0.003,,NE,1.7,13.2,29.0,4.0
2023-12-02 16:00:00,2023-12-02,16:00,0.001,0.001,0.01,0.011,,0.035,0.14,2.06,2.2,0.005,,NNE,2.3,12.7,32.0,4.0
2023-12-02 17:00:00,2023-12-02,17:00,0.001,0.0,0.018,0.018,,0.027,0.15,2.08,2.23,0.008,,NNE,1.0,12.2,34.0,7.0
2023-12-02 18:00:00,2023-12-02,18:00,0.001,0.001,0.029,0.03,,0.016,0.28,2.13,2.41,0.01,,NNE,0.9,11.8,37.0,7.0
2023-12-02 19:00:00,2023-12-02,19:00,0.001,0.004,0.037,0.041,,0.009,0.32,2.16,2.48,0.01,,CALM,0.4,11.2,40.0,9.0
2023-12-02 20:00:00,2023-12-02,20:00,0.001,0.009,0.044,0.053,,0.004,0.43,2.24,2.67,0.013,,NNE,1.3,10.3,43.0,11.0
2023-12-02 21:00:00,2023-12-02,21:00,0.001,0.005,0.043,0.048,,0.005,0.43,2.27,2.7,0.015,,NNW,0.7,10.0,49.0,11.0
2023-12-02 22:00:00,2023-12-02,22:00,0.001,0.013,0.045,0.058,,0.002,0.52,2.32,2.84,0.013,,CALM,0.4,8.5,56.0,13.0
2023-12-02 23:00:00,2023-12-02,23:00,0.001,0.012,0.037,0.049,,0.002,0.51,2.26,2.77,0.012,,N,0.6,8.0,60.0,12.0
2023-12-03 00:00:00,2023-12-03,00:00,0.001,0.011,0.035,0.046,,0.002,0.44,2.26,2.7,0.011,,NE,0.7,7.2,63.0,9.0
2023-12-03 01:00:00,2023-12-03,01:00,0.001,0.01,0.033,0.043,,0.002,0.49,2.28,2.77,0.015,,NNE,0.9,6.5,67.0,13.0
2023-12-03 02:00:00,2023-12-03,02:00,0.001,0.004,0.03,0.034,,0.002,0.39,2.22,2.61,0.013,,SW,0.7,5.8,67.0,11.0
2023-12-03 03:00:00,2023-12-03,03:00,0.001,0.001,0.024,0.025,,0.005,0.32,2.18,2.5,0.009,,NNE,1.3,5.5,65.0,12.0
2023-12-03 04:00:00,2023-12-03,04:00,0.0,0.0,0.019,0.019,,0.01,0.27,2.16,2.43,0.008,,NNE,2.0,5.4,62.0,6.0
2023-12-03 05:00:00,2023-12-03,05:00,0.0,0.001,0.012,0.013,,0.016,0.22,2.13,2.35,0.006,,NNE,1.3,5.1,61.0,5.0
2023-12-03 06:00:00,2023-12-03,06:00,0.0,0.0,0.012,0.012,,0.015,0.17,2.12,2.29,0.007,,NNE,1.9,5.0,62.0,3.0
2023-12-03 07:00:00,2023-12-03,07:00,0.0,0.001,0.014,0.015,,0.013,0.18,2.13,2.31,0.007,,NNE,1.7,5.0,61.0,7.0
2023-12-03 08:00:00,2023-12-03,08:00,0.0,0.007,0.018,0.025,,0.009,0.23,2.14,2.37,0.011,,NW,0.9,5.5,63.0,6.0
2023-12-03 09:00:00,2023-12-03,09:00,0.001,0.008,0.017,0.025,,0.013,0.26,2.17,2.43,0.008,,NE,0.7,7.1,56.0,9.0
2023-12-03 10:00:00,2023-12-03,10:00,0.001,0.005,0.016,0.021,,0.017,0.21,2.14,2.35,0.007,,NNE,0.6,9.0,51.0,7.0
2023-12-03 11:00:00,2023-12-03,11:00,0.002,0.005,0.015,0.02,,0.023,0.21,2.13,2.34,0.009,,SSW,3.6,10.8,52.0,10.0
2023-12-03 12:00:00,2023-12-03,12:00,0.002,0.003,0.008,0.011,,0.033,0.16,2.09,2.25,0.006,,SSW,4.0,12.9,45.0,6.0
2023-12-03 13:00:00,2023-12-03,13:00,0.001,0.001,0.004,0.005,,0.041,0.08,2.03,2.11,0.004,,SSW,4.5,14.4,37.0,3.0
2023-12-03 14:00:00,2023-12-03,14:00,0.001,0.0,0.004,0.004,,0.043,0.07,2.02,2.09,0.005,,SSW,3.8,15.0,35.0,5.0
2023-12-03 15:00:00,2023-12-03,15:00,0.001,0.0,0.003,0.003,,0.045,0.08,2.01,2.09,0.007,,SSW,4.9,14.9,36.0,3.0
2023-12-03 16:00:00,2023-12-03,16:00,0.001,0.0,0.004,0.004,,0.044,0.07,2.02,2.09,0.009,,SSW,4.7,14.0,41.0,4.0
2023-12-03 17:00:00,2023-12-03,17:00,0.0,0.0,0.005,0.005,,0.042,0.06,2.02,2.08,0.01,,SSW,3.0,13.3,42.0,6.0
2023-12-03 18:00:00,2023-12-03,18:00,0.001,0.0,0.009,0.009,,0.036,0.1,2.04,2.14,0.008,,N,1.6,12.1,46.0,7.0
2023-12-03 19:00:00,2023-12-03,19:00,0.001,0.0,0.015,0.015,,0.03,0.18,2.1,2.28,0.009,,NNE,4.4,11.5,40.0,9.0
2023-12-03 20:00:00,2023-12-03,20:00,0.0,0.0,0.007,0.007,,0.037,0.11,2.06,2.17,0.003,,NNE,3.9,10.5,41.0,3.0
2023-12-03 21:00:00,2023-12-03,21:00,0.001,0.0,0.008,0.008,,0.037,0.06,2.06,2.12,0.004,,NNE,4.5,9.5,46.0,-1.0
2023-12-03 22:00:00,2023-12-03,22:00,0.001,0.0,0.009,0.009,,0.034,0.09,2.07,2.16,0.002,,NNE,3.0,8.8,49.0,-2.0
2023-12-03 23:00:00,2023-12-03,23:00,0.001,0.0,0.007,0.007,,0.036,0.07,2.07,2.14,0.001,,NNE,2.4,8.1,52.0,3.0
2023-12-04 00:00:00,2023-12-04,00:00,0.0,0.0,0.008,0.008,,0.034,0.09,2.08,2.17,0.002,,NNE,2.8,7.8,52.0,-1.0
2023-12-04 01:00:00,2023-12-04,01:00,0.0,0.0,0.01,0.01,,0.029,0.12,2.08,2.2,0.001,,NE,1.2,7.7,50.0,2.0
2023-12-04 02:00:00,2023-12-04,02:00,,,,,,,0.13,2.09,2.22,0.003,,NNE,0.9,7.5,48.0,0.0
2023-12-04 03:00:00,2023-12-04,03:00,0.001,0.0,0.012,0.012,,0.024,0.11,2.09,2.2,0.005,,NNE,1.6,7.1,50.0,3.0
2023-12-04 04:00:00,2023-12-04,04:00,0.001,0.0,0.015,0.015,,0.019,0.15,2.1,2.25,0.004,,NNW,0.6,6.7,52.0,3.0
2023-12-04 05:00:00,2023-12-04,05:00,0.001,0.0,0.016,0.016,,0.019,0.15,2.11,2.26,0.003,,NNE,1.5,6.0,55.0,4.0
2023-12-04 06:00:00,2023-12-04,06:00,0.0,0.002,0.019,0.021,,0.017,0.15,2.11,2.26,0.003,,NNE,1.5,6.0,52.0,2.0
2023-12-04 07:00:00,2023-12-04,07:00,0.001,0.025,0.034,0.059,,0.003,0.24,2.17,2.41,0.003,,NNW,0.7,5.4,58.0,7.0
2023-12-04 08:00:00,2023-12-04,08:00,0.001,0.036,0.034,0.07,,0.004,0.29,2.22,2.51,0.006,,N,1.3,6.9,51.0,4.0
2023-12-04 09:00:00,2023-12-04,09:00,0.001,0.015,0.029,0.044,,0.013,0.23,2.17,2.4,0.004,,NNE,2.7,9.0,42.0,5.0
2023-12-04 10:00:00,2023-12-04,10:00,0.001,,,,,0.026,,,,0.005,,NNE,2.6,10.4,39.0,5.0
2023-12-04 11:00:00,2023-12-04,11:00,0.001,,,,,,,,,,,NNE,2.4,11.5,37.0,0.0
2023-12-04 12:00:00,2023-12-04,12:00,0.001,0.003,0.009,0.012,,0.034,0.1,2.02,2.12,,,NNE,2.0,12.7,32.0,
2023-12-04 13:00:00,2023-12-04,13:00,0.001,0.002,0.007,0.009,,0.039,0.09,2.03,2.12,0.001,,NNE,1.3,13.6,31.0,1.0
2023-12-04 14:00:00,2023-12-04,14:00,0.001,0.002,0.007,0.009,,0.041,0.09,2.01,2.1,0.002,,SSW,1.4,13.9,27.0,1.0
2023-12-04 15:00:00,2023-12-04,15:00,0.001,0.001,0.008,0.009,,0.041,0.06,2.03,2.09,0.003,,SSW,2.0,14.2,29.0,1.0
2023-12-04 16:00:00,2023-12-04,16:00,0.002,0.003,0.026,0.029,,0.027,0.18,2.08,2.26,0.006,,N,0.5,13.5,29.0,5.0
2023-12-04 17:00:00,2023-12-04,17:00,0.002,0.001,0.029,0.03,,0.024,0.25,2.11,2.36,0.009,,NE,0.5,12.6,32.0,4.0
2023-12-04 18:00:00,2023-12-04,18:00,0.002,0.003,0.043,0.046,,0.01,0.44,2.14,2.58,0.006,,CALM,0.2,12.1,32.0,5.0
2023-12-04 19:00:00,2023-12-04,19:00,0.002,0.032,0.056,0.088,,0.002,0.54,2.25,2.79,0.011,,CALM,0.3,12.1,37.0,7.0
2023-12-04 20:00:00,2023-12-04,20:00,0.002,0.045,0.059,0.104,,0.002,0.85,2.48,3.33,0.014,,CALM,0.3,11.1,44.0,12.0
2023-12-04 21:00:00,2023-12-04,21:00,0.001,0.053,0.059,0.112,,0.002,0.88,2.55,3.43,0.013,,NNE,1.3,9.5,49.0,10.0
2023-12-04 22:00:00,2023-12-04,22:00,0.001,0.016,0.047,0.063,,0.002,0.62,2.3,2.92,0.011,,N,1.3,8.7,52.0,8.0
2023-12-04 23:00:00,2023-12-04,23:00,0.001,0.013,0.043,0.056,,0.002,0.4,2.22,2.62,0.011,,NNW,0.6,8.2,56.0,10.0
2023-12-05 00:00:00,2023-12-05,00:00,0.001,0.01,0.04,0.05,,0.002,0.37,2.25,2.62,0.008,,NNE,2.2,7.2,58.0,5.0
2023-12-05 01:00:00,2023-12-05,01:00,0.001,0.004,0.037,0.041,,0.003,0.44,2.23,2.67,0.011,,NNE,1.9,6.7,58.0,12.0
2023-12-05 02:00:00,2023-12-05,02:00,0.001,0.001,0.03,0.031,,0.006,0.33,2.15,2.48,0.012,,NNE,1.5,6.5,58.0,9.0
2023-12-05 03:00:00,2023-12-05,03:00,0.0,0.001,0.027,0.028,,0.007,0.3,2.15,2.45,0.013,,NNE,0.6,6.2,59.0,11.0
2023-12-05 04:00:00,2023-12-05,04:00,0.0,0.001,0.025,0.026,,0.008,0.28,2.15,2.43,0.009,,NNE,2.2,6.1,59.0,5.0
2023-12-05 05:00:00,2023-12-05,05:00,0.0,0.0,0.023,0.023,,0.009,0.26,2.13,2.39,0.009,,NNE,2.3,6.4,58.0,9.0
2023-12-05 06:00:00,2023-12-05,06:00,0.001,0.001,0.022,0.023,,0.01,0.22,2.13,2.35,0.008,,NNE,2.8,6.1,57.0,8.0
2023-12-05 07:00:00,2023-12-05,07:00,0.001,0.001,0.019,0.02,,0.013,0.15,2.1,2.25,0.007,,NNE,2.5,6.1,56.0,7.0
2023-12-05 08:00:00,2023-12-05,08:00,0.001,0.003,0.021,0.024,,0.012,0.12,2.1,2.22,0.007,,NNE,2.7,6.4,54.0,3.0
2023-12-05 09:00:00,2023-12-05,09:00,0.001,0.006,0.023,0.029,,0.011,0.14,2.11,2.25,0.005,,NNE,1.9,7.1,53.0,8.0
2023-12-05 10:00:00,2023-12-05,10:00,0.001,0.011,0.028,0.039,,0.008,0.2,2.12,2.32,0.009,,NNE,1.5,7.5,53.0,6.0
2023-12-05 11:00:00,2023-12-05,11:00,0.001,0.011,0.028,0.039,,0.01,0.25,2.12,2.37,0.007,,NNE,2.0,7.9,51.0,8.0
2023-12-05 12:00:00,2023-12-05,12:00,0.001,0.008,0.025,0.033,,0.013,0.24,2.1,2.34,0.008,,NNE,2.7,8.3,50.0,7.0
2023-12-05 13:00:00,2023-12-05,13:00,0.001,0.005,0.021,0.026,,0.019,0.2,2.09,2.29,0.007,,NNE,4.0,9.0,48.0,6.0
2023-12-05 14:00:00,2023-12-05,14:00,0.002,0.003,0.023,0.026,,0.018,0.16,2.07,2.23,0.014,,NNE,2.4,9.2,49.0,11.0
2023-12-05 15:00:00,2023-12-05,15:00,0.001,0.003,0.023,0.026,,0.019,0.19,2.08,2.27,0.015,,NNE,2.6,9.6,50.0,13.0
2023-12-05 16:00:00,2023-12-05,16:00,0.001,0.002,0.027,0.029,,0.015,0.23,2.1,2.33,0.017,,NNE,1.0,9.7,49.0,16.0
2023-12-05 17:00:00,2023-12-05,17:00,0.001,0.001,0.03,0.031,,0.013,0.28,2.09,2.37,0.016,,NNE,2.0,9.6,48.0,15.0
2023-12-05 18:00:00,2023-12-05,18:00,0.001,0.001,0.03,0.031,,0.013,0.28,2.11,2.39,0.016,,N,1.1,9.8,49.0,14.0
2023-12-05 19:00:00,2023-12-05,19:00,0.001,0.001,0.033,0.034,,0.01,0.33,2.13,2.46,0.017,,NNE,1.0,9.8,50.0,14.0
2023-12-05 20:00:00,2023-12-05,20:00,0.001,0.003,0.039,0.042,,0.005,0.35,2.15,2.5,0.018,,NNE,0.8,9.6,52.0,16.0
2023-12-05 21:00:00,2023-12-05,21:00,0.001,0.006,0.041,0.047,,0.003,0.41,2.19,2.6,0.023,,NNE,1.1,9.6,53.0,19.0
2023-12-05 22:00:00,2023-12-05,22:00,0.001,0.01,0.043,0.053,,0.002,0.55,2.22,2.77,0.023,,NE,1.5,9.2,59.0,20.0
2023-12-05 23:00:00,2023-12-05,23:00,0.001,0.009,0.04,0.049,,0.002,0.54,2.22,2.76,0.024,,NNE,1.6,8.9,66.0,18.0
2023-12-06 00:00:00,2023-12-06,00:00,0.001,0.009,0.038,0.047,,0.002,0.46,2.23,2.69,0.021,,N,1.2,7.9,76.0,16.0
2023-12-06 01:00:00,2023-12-06,01:00,0.001,0.005,0.035,0.04,,0.002,0.42,2.18,2.6,0.02,,NNE,1.0,8.0,77.0,19.0
2023-12-06 02:00:00,2023-12-06,02:00,0.0,0.002,0.027,0.029,,0.006,0.37,2.14,2.51,0.015,,NNE,2.4,7.8,77.0,7.0
2023-12-06 03:00:00,2023-12-06,03:00,0.0,0.001,0.022,0.023,,0.009,0.23,2.1,2.33,0.014,,NNE,2.2,8.1,73.0,5.0
2023-12-06 04:00:00,2023-12-06,04:00,0.0,0.0,0.016,0.016,,0.015,0.2,2.07,2.27,0.01,,NNE,1.7,8.6,70.0,7.0
2023-12-06 05:00:00,2023-12-06,05:00,0.0,0.0,0.017,0.017,,0.014,0.17,2.05,2.22,0.008,,NNE,1.6,8.4,76.0,6.0
2023-12-06 06:00:00,2023-12-06,06:00,0.0,0.0,0.018,0.018,,0.012,0.18,2.05,2.23,0.011,,NNE,2.0,8.5,81.0,4.0
2023-12-06 07:00:00,2023-12-06,07:00,0.0,0.001,0.021,0.022,,0.011,0.19,2.06,2.25,0.009,,NNE,2.0,8.8,78.0,6.0
2023-12-06 08:00:00,2023-12-06,08:00,0.0,0.004,0.023,0.027,,0.011,0.15,2.08,2.23,0.009,,NNE,1.8,9.2,76.0,7.0
2023-12-06 09:00:00,2023-12-06,09:00,0.001,0.011,0.025,0.036,,0.011,0.21,2.1,2.31,0.008,,NNE,1.9,10.5,67.0,5.0
2023-12-06 10:00:00,2023-12-06,10:00,0.001,0.007,0.018,0.025,,0.022,0.19,2.08,2.27,0.007,,NNE,2.2,13.1,57.0,7.0
2023-12-06 11:00:00,2023-12-06,11:00,0.001,0.003,0.012,0.015,,0.034,0.12,2.03,2.15,0.003,,NNE,3.7,14.1,52.0,5.0
2023-12-06 12:00:00,2023-12-06,12:00,0.001,0.003,0.012,0.015,,0.036,0.13,2.0,2.13,0.004,,NNE,3.2,15.4,49.0,4.0
2023-12-06 13:00:00,2023-12-06,13:00,0.001,0.002,0.009,0.011,,0.04,0.12,1.99,2.11,0.002,,NNE,1.9,16.0,46.0,4.0
2023-12-06 14:00:00,2023-12-06,14:00,0.001,0.002,0.009,0.011,,0.042,0.08,1.99,2.07,0.003,,NNE,2.4,16.5,40.0,1.0
2023-12-06 15:00:00,2023-12-06,15:00,0.001,0.001,0.01,0.011,,0.042,0.11,1.99,2.1,0.005,,NE,1.5,16.5,41.0,1.0
2023-12-06 16:00:00,2023-12-06,16:00,0.001,0.001,0.018,0.019,,0.035,0.14,2.01,2.15,0.008,,SSE,1.3,15.3,49.0,4.0
2023-12-06 17:00:00,2023-12-06,17:00,0.001,0.001,0.024,0.025,,0.028,0.17,2.03,2.2,0.008,,S,0.7,14.5,61.0,6.0
2023-12-06 18:00:00,2023-12-06,18:00,0.001,0.0,0.025,0.025,,0.025,0.23,2.03,2.26,0.009,,CALM,0.4,13.9,64.0,6.0
2023-12-06 19:00:00,2023-12-06,19:00,0.001,0.002,0.038,0.04,,0.012,0.27,2.06,2.33,0.01,,SW,0.6,13.3,64.0,10.0
2023-12-06 20:00:00,2023-12-06,20:00,0.001,0.008,0.047,0.055,,0.005,0.42,2.16,2.58,0.018,,SSE,0.8,13.5,68.0,13.0
2023-12-06 21:00:00,2023-12-06,21:00,0.001,0.004,0.038,0.042,,0.01,0.41,2.15,2.56,0.014,,SSE,1.9,13.3,70.0,11.0
2023-12-06 22:00:00,2023-12-06,22:00,0.001,0.002,0.031,0.033,,0.013,0.21,2.11,2.32,0.013,,SE,1.3,13.4,72.0,10.0
2023-12-06 23:00:00,2023-12-06,23:00,0.001,0.002,0.031,0.033,,0.011,0.16,2.1,2.26,0.014,,S,1.0,12.8,75.0,10.0
2023-12-07 00:00:00,2023-12-07,00:00,0.001,0.002,0.033,0.035,,0.009,0.22,2.13,2.35,0.013,,SSE,2.6,13.2,75.0,10.0
2023-12-07 01:00:00,2023-12-07,01:00,0.001,0.001,0.022,0.023,,0.017,0.12,2.05,2.17,0.013,,SSE,1.2,13.1,75.0,9.0
2023-12-07 02:00:00,2023-12-07,02:00,0.001,0.001,0.028,0.029,,0.01,0.15,2.09,2.24,0.019,,SSW,1.5,11.8,79.0,12.0
2023-12-07 03:00:00,2023-12-07,03:00,0.001,0.008,0.034,0.042,,0.002,0.21,2.14,2.35,0.015,,WNW,0.6,10.9,85.0,11.0
2023-12-07 04:00:00,2023-12-07,04:00,0.001,0.026,0.034,0.06,,0.001,0.48,2.22,2.7,0.01,,NW,0.5,9.7,79.0,7.0
2023-12-07 05:00:00,2023-12-07,05:00,0.001,0.023,0.03,0.053,,0.001,0.49,2.2,2.69,0.01,,NW,1.4,9.1,78.0,6.0
2023-12-07 06:00:00,2023-12-07,06:00,0.001,0.017,0.027,0.044,,0.001,0.39,2.14,2.53,0.012,,NNW,1.2,8.4,79.0,8.0
2023-12-07 07:00:00,2023-12-07,07:00,0.001,0.018,0.027,0.045,,0.001,0.36,2.12,2.48,0.014,,NNE,2.0,8.3,80.0,11.0
2023-12-07 08:00:00,2023-12-07,08:00,0.001,0.027,0.027,0.054,,0.003,0.38,2.13,2.51,0.017,,N,1.2,8.8,76.0,11.0
2023-12-07 09:00:00,2023-12-07,09:00,0.001,0.028,0.028,0.056,,0.005,0.36,2.13,2.49,0.019,,NE,0.7,11.3,69.0,15.0
2023-12-07 10:00:00,2023-12-07,10:00,0.001,0.021,0.029,0.05,,0.011,0.36,2.13,2.49,0.022,,NNE,1.1,13.7,58.0,17.0
2023-12-07 11:00:00,2023-12-07,11:00,0.001,0.01,0.021,0.031,,0.024,0.25,2.07,2.32,0.01,,SSW,5.4,18.5,38.0,10.0
2023-12-07 12:00:00,2023-12-07,12:00,0.001,0.001,0.005,0.006,,0.047,0.06,1.97,2.03,0.007,,SSW,7.4,18.8,36.0,6.0
2023-12-07 13:00:00,2023-12-07,13:00,0.001,0.001,0.005,0.006,,0.05,0.1,1.98,2.08,0.008,,SSW,6.4,19.5,33.0,7.0
2023-12-07 14:00:00,2023-12-07,14:00,0.001,0.001,0.005,0.006,,0.052,0.09,1.99,2.08,0.011,,SSW,8.2,19.1,31.0,10.0
2023-12-07 15:00:00,2023-12-07,15:00,0.001,0.001,0.006,0.007,,0.051,0.09,2.0,2.09,0.018,,SSW,7.1,18.5,35.0,13.0
2023-12-07 16:00:00,2023-12-07,16:00,0.001,0.0,0.007,0.007,,0.049,0.11,2.0,2.11,0.014,,SSW,4.0,17.7,36.0,12.0
2023-12-07 17:00:00,2023-12-07,17:00,0.001,0.0,0.011,0.011,,0.045,0.14,2.02,2.16,0.015,,NW,0.9,17.4,37.0,12.0
2023-12-07 18:00:00,2023-12-07,18:00,0.001,0.0,0.015,0.015,,0.038,0.15,2.04,2.19,0.006,,NNE,3.0,16.1,24.0,7.0
2023-12-07 19:00:00,2023-12-07,19:00,0.001,0.0,0.008,0.008,,0.038,0.1,2.02,2.12,0.005,,NNE,3.2,13.7,36.0,1.0
2023-12-07 20:00:00,2023-12-07,20:00,0.001,0.0,0.007,0.007,,0.038,0.1,2.02,2.12,0.001,,NNE,3.1,12.9,34.0,-1.0
2023-12-07 21:00:00,2023-12-07,21:00,0.001,0.0,0.008,0.008,,0.036,0.07,2.03,2.1,0.003,,NNE,2.6,12.4,32.0,3.0
2023-12-07 22:00:00,2023-12-07,22:00,0.0,0.0,0.009,0.009,,0.035,0.09,2.04,2.13,0.002,,NNE,2.4,11.6,32.0,0.0
2023-12-07 23:00:00,2023-12-07,23:00,0.0,0.0,0.009,0.009,,0.034,0.07,2.04,2.11,0.005,,NNE,3.6,11.4,30.0,2.0
2023-12-08 00:00:00,2023-12-08,00:00,0.0,0.0,0.007,0.007,,0.035,0.06,2.03,2.09,0.003,,NNE,3.6,10.6,34.0,0.0
2023-12-08 01:00:00,2023-12-08,01:00,0.001,0.0,0.006,0.006,,0.035,0.06,2.03,2.09,0.004,,NNE,3.5,10.0,38.0,1.0
2023-12-08 02:00:00,2023-12-08,02:00,0.001,0.0,0.008,0.008,,0.032,0.05,2.04,2.09,0.004,,NNE,2.5,9.8,38.0,5.0
